Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
1420,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,24,1996,33.0,47,22,24,20,3,19,58,32.8,39,33,5,28,46,93,22,2,Matches,86a2ba20
1421,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,30,1991,26.7,39,23,31,6,2,25,38,65.8,13,41,25,16,29,68,90,1,Matches,da974c7b
1422,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22,1998,30.4,40,17,27,10,3,18,28,64.3,10,33,18,15,21,61,101,2,Matches,4d1666ff
1423,Christos Kourfalidis,gr GRE,MFFW,Cagliari,it Serie A,18,2002,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches,5c522c88
1424,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,24,1997,29.6,84,50,56,28,0,48,77,62.3,29,63,33,30,79,163,217,3,Matches,562a4799
1425,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,31,1989,21.9,52,38,28,22,2,18,39,46.2,21,40,14,26,38,90,39,0,Matches,8d3c902d
1426,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,27,1994,17.3,51,31,14,26,11,17,35,48.6,18,19,4,15,7,58,9,1,Matches,79c0821a
1427,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,25,1996,14.7,16,10,7,8,1,9,21,42.9,12,16,3,13,13,29,8,0,Matches,9d60028d
1428,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,1994,18.2,37,16,25,11,1,27,36,75.0,9,16,10,6,25,62,56,0,Matches,77cf6852
1429,Alex Král,cz CZE,MF,West Ham,eng Premier League,23,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,e717705a
1430,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,30,1991,30.1,8,4,1,5,2,7,17,41.2,10,10,0,10,9,17,7,1,Matches,603cb947
1431,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,30,1991,8.3,28,11,15,10,3,12,28,42.9,16,18,5,13,12,40,9,0,Matches,496aeede
1432,Jean-Philippe Krasso,ci CIV,FWMF,Saint-Étienne,fr Ligue 1,24,1997,5.0,7,5,0,5,2,2,10,20.0,8,7,1,6,0,7,1,0,Matches,037f2523
1433,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,24,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,b804c280
1434,Toni Kroos,de GER,MF,Real Madrid,es La Liga,31,1990,23.4,34,26,13,17,4,14,36,38.9,22,16,3,13,12,46,13,1,Matches,6ce1f46f
1435,Florian Krüger,de GER,MFFW,Arminia,de Bundesliga,22,1999,12.5,3,1,0,3,0,2,10,20.0,8,12,1,11,2,5,13,0,Matches,f9f92b5f
1436,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29.0,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,10,4,Matches,f23f9d20
1437,Rade Krunić,ba BIH,MF,Milan,it Serie A,27,1993,15.7,33,18,16,14,3,15,31,48.4,16,19,2,17,16,49,17,0,Matches,817c6964
1438,Max Kruse,de GER,MFFW,Wolfsburg,de Bundesliga,33,1988,12.5,9,3,4,4,1,5,12,41.7,7,2,0,2,3,12,4,0,Matches,f9446dcd
1439,Max Kruse,de GER,FWMF,Union Berlin,de Bundesliga,33,1988,14.1,4,1,0,3,1,2,16,12.5,14,12,0,12,3,7,2,0,Matches,f9446dcd
1440,Lukas Kübler,de GER,DFMF,Freiburg,de Bundesliga,28,1992,25.9,62,35,38,16,8,28,49,57.1,21,24,8,16,44,106,70,0,Matches,2a29eb9b
1441,Takefusa Kubo,jp JPN,MFFW,Mallorca,es La Liga,20,2001,17.8,31,19,12,14,5,10,24,41.7,14,24,3,21,8,39,4,0,Matches,16aa3654
1442,Juraj Kucka,sk SVK,MF,Watford,eng Premier League,34,1987,21.3,59,39,32,25,2,27,73,37.0,46,30,9,21,27,86,46,2,Matches,5aaef9ef
1443,Mykola Kukharevych,ua UKR,FW,Troyes,fr Ligue 1,20,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,8197a269
1444,Dejan Kulusevski,se SWE,MFFW,Tottenham,eng Premier League,21,2000,14.0,19,13,7,10,2,5,23,21.7,18,14,0,14,13,32,3,0,Matches,df3cda47
1445,Dejan Kulusevski,se SWE,MFFW,Juventus,it Serie A,21,2000,8.6,15,12,9,6,0,8,21,38.1,13,14,0,14,5,20,5,0,Matches,df3cda47
1446,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,2000,11.4,21,13,13,7,1,8,15,53.3,7,17,8,9,16,37,26,0,Matches,a40819d9
1447,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,1998,14.0,35,21,14,20,1,15,32,46.9,17,17,2,15,19,54,27,1,Matches,d25fee56
1448,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,1997,22.2,54,35,31,19,4,33,72,45.8,39,17,4,13,43,97,48,1,Matches,4bf69118
1449,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,25,1995,4.4,3,2,1,1,1,0,6,0.0,6,6,0,6,0,3,1,0,Matches,397ba086
1450,Giorgos Kyriakopoulos,gr GRE,DFMF,Sassuolo,it Serie A,25,1996,21.9,30,14,19,7,4,19,38,50.0,19,32,9,23,11,41,52,0,Matches,0a483542
1451,Andrea La Mantia,it ITA,FWMF,Empoli,it Serie A,30,1991,5.4,2,0,0,0,2,1,2,50.0,1,3,1,2,1,3,6,0,Matches,c375dfa5
1452,Gaëtan Laborde,fr FRA,MFFW,Montpellier,fr Ligue 1,27,1994,3.8,2,2,1,1,0,2,4,50.0,2,3,0,3,5,7,5,0,Matches,7cdda3bf
1453,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,27,1994,30.3,19,7,5,8,6,3,22,13.6,19,29,3,26,8,27,16,0,Matches,7cdda3bf
1454,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,30,1991,19.8,27,10,8,13,6,7,21,33.3,14,12,1,11,5,32,6,0,Matches,9dbb75ca
1455,Tom Lacoux,fr FRA,DFMF,Bordeaux,fr Ligue 1,19,2002,10.1,18,13,11,5,2,9,24,37.5,15,14,4,10,9,27,20,1,Matches,295ba708
1456,Lenny Lacroix,fr FRA,DF,Metz,fr Ligue 1,18,2003,2.2,9,7,8,1,0,5,8,62.5,3,5,1,4,10,19,5,0,Matches,5413ef36
1457,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21,2000,27.7,59,33,41,16,2,29,40,72.5,11,35,16,19,60,119,144,0,Matches,277c49ed
1458,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,1999,38.0,3,3,3,0,0,3,8,37.5,5,1,0,1,1,4,25,2,Matches,4e7db402
1459,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,31,1989,33.8,29,16,21,8,0,19,30,63.3,11,36,24,12,27,56,151,1,Matches,b7c99b9b
1460,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,13.8,38,24,11,22,5,24,53,45.3,29,29,3,26,4,42,9,0,Matches,c1b7847c
1461,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28,1992,16.3,20,11,9,8,3,13,30,43.3,17,24,5,19,14,34,33,0,Matches,4aea5077
1462,Diego Lainez,mx MEX,MF,Betis,es La Liga,21,2000,1.6,1,1,0,1,0,0,3,0.0,3,3,0,3,1,2,0,0,Matches,bf12926c
1463,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,33,1988,17.3,34,17,14,14,6,12,41,29.3,29,16,6,10,16,50,13,1,Matches,99813635
1464,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,31,1990,13.0,18,12,13,3,2,11,25,44.0,14,21,10,11,17,35,56,0,Matches,591477c9
1465,Érik Lamela,ar ARG,FWMF,Sevilla,es La Liga,29,1992,11.3,31,18,12,14,5,10,29,34.5,19,11,0,11,5,36,3,0,Matches,abe66106
1466,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,1998,26.8,12,5,4,3,5,3,24,12.5,21,7,1,6,7,19,14,0,Matches,01870104
1467,Didier Lamkel Zé,cm CMR,FW,Metz,fr Ligue 1,24,1996,6.7,3,1,1,0,2,1,3,33.3,2,3,1,2,1,4,7,0,Matches,b229aa13
1468,Sam Lammers,nl NED,FWMF,Atalanta,it Serie A,24,1997,0.4,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches,c283ddef
1469,Sam Lammers,nl NED,FWMF,Eint Frankfurt,de Bundesliga,24,1997,5.7,4,4,0,2,2,2,6,33.3,4,9,2,7,2,6,4,0,Matches,c283ddef
1470,Tariq Lamptey,gh GHA,DFMF,Brighton,eng Premier League,20,2000,17.3,36,25,14,17,5,15,25,60.0,10,13,3,10,21,57,23,0,Matches,f4e433d4
1471,Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,28,1993,19.8,28,15,10,11,7,10,35,28.6,25,16,0,16,19,47,10,0,Matches,26f6dca8
1472,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27,1994,31.4,33,15,22,10,1,14,20,70.0,6,15,10,5,20,53,64,2,Matches,119b9a8e
1473,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,27,1993,32.1,63,45,35,26,2,32,64,50.0,32,37,22,15,54,117,174,0,Matches,f066022d
1474,Yasser Larouci,dz ALG,DF,Troyes,fr Ligue 1,20,2001,3.8,6,5,2,4,0,3,3,100.0,0,1,0,1,7,13,5,0,Matches,0ed063d6
1475,Kevin Lasagna,it ITA,MFFW,Hellas Verona,it Serie A,28,1992,13.2,13,7,4,5,4,4,15,26.7,11,16,0,16,3,16,7,0,Matches,09538fdb
1476,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27,1993,22.9,15,7,9,5,1,4,12,33.3,8,38,28,10,22,37,121,1,Matches,450ab6fc
1477,Bryan Lasme,fr FRA,FWMF,Arminia,de Bundesliga,22,1998,9.7,6,6,1,2,3,0,3,0.0,3,7,0,7,1,7,9,0,Matches,ebac0ace
1478,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,32,1989,9.4,26,12,6,16,4,8,19,42.1,11,11,2,9,24,50,10,0,Matches,542cc80f
1479,Latasa,es ESP,FW,Real Madrid,es La Liga,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,2bea832e
1480,Toni Lato,es ESP,DF,Valencia,es La Liga,23,1997,6.6,17,12,12,3,2,9,16,56.3,7,6,0,6,8,25,14,0,Matches,8e088e04
1481,Armand Lauriente,fr FRA,FWMF,Lorient,fr Ligue 1,22,1998,27.5,33,18,9,16,8,11,30,36.7,19,27,2,25,15,48,3,0,Matches,2d22cea7
1482,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,30,1990,30.7,36,23,20,8,8,21,39,53.8,18,28,4,24,19,55,49,1,Matches,5128bde4
1483,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,27,1993,18.5,28,14,13,15,0,16,26,61.5,10,10,2,8,12,40,16,1,Matches,02caf6e0
1484,Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,18,2002,0.7,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,1,0,Matches,afe39ca8
1485,Jérémy Le Douaron,fr FRA,FWMF,Brest,fr Ligue 1,23,1998,16.1,11,5,4,4,3,1,17,5.9,16,15,0,15,4,15,14,0,Matches,88c4d190
1486,Enzo Le Fée,fr FRA,MFFW,Lorient,fr Ligue 1,21,2000,24.4,70,44,25,36,9,41,90,45.6,49,25,1,24,29,99,18,0,Matches,6f806d99
1487,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,31,1989,34.0,61,38,38,19,4,37,62,59.7,25,18,3,15,37,98,50,0,Matches,2321ea6e
1488,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,31,1989,9.6,17,8,16,1,0,8,10,80.0,2,9,5,4,14,31,32,0,Matches,321a71a7
1489,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,24,1996,37.0,49,32,36,8,5,28,36,77.8,8,34,22,12,48,97,125,0,Matches,9a64e67e
1490,Patrick Leal,us USA,FW,Venezia,it Serie A,18,2003,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,d97ec0d1
1491,Rafael Leão,pt POR,MF,Milan,it Serie A,22,1999,28.9,17,7,3,9,5,10,20,50.0,10,12,1,11,12,29,8,0,Matches,20730eae
1492,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,1985,25.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,11,1,Matches,edbe46dc
1493,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,1993,38.0,3,1,3,0,0,3,4,75.0,1,0,0,0,1,4,21,4,Matches,6c4776b1
1494,Pierre Lees-Melou,fr FRA,MF,Norwich City,eng Premier League,28,1993,25.2,58,36,23,29,6,25,92,27.2,67,37,11,26,25,83,23,0,Matches,f5044e54
1495,Wu Lei,cn CHN,MFFW,Espanyol,es La Liga,29,1991,5.3,3,2,1,2,0,3,8,37.5,5,4,0,4,4,7,3,0,Matches,e3fabb0a
1496,Maxim Leitsch,de GER,DF,Bochum,de Bundesliga,23,1998,17.1,18,10,9,7,2,10,15,66.7,5,31,19,12,31,49,74,1,Matches,7e12a98d
1497,Lucas Leiva,br BRA,MF,Lazio,it Serie A,34,1987,18.9,55,30,26,25,4,15,53,28.3,38,27,10,17,28,83,37,0,Matches,4c78b5ed
1498,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,30,1991,30.0,33,24,22,10,1,12,20,60.0,8,30,19,11,31,64,158,0,Matches,6eaed4eb
1499,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,28,1993,21.4,32,23,16,12,4,22,44,50.0,22,37,12,25,23,55,63,0,Matches,59b7d823
1500,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,25,1995,16.0,24,14,9,12,3,8,23,34.8,15,18,0,18,8,32,11,0,Matches,4dbd0916
1501,Félix Lemaréchal,ci CIV,MF,Monaco,fr Ligue 1,17,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,8ca9415f
1502,Mario Lemina,ga GAB,MF,Nice,fr Ligue 1,27,1993,21.9,62,35,25,33,4,28,38,73.7,10,32,9,23,48,110,37,0,Matches,2b471f99
1503,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34,1987,12.4,35,22,20,14,1,17,41,41.5,24,21,4,17,14,49,24,1,Matches,54d51e22
1504,Tim Lemperle,de GER,FWMF,Köln,de Bundesliga,19,2002,1.7,4,1,2,1,1,1,3,33.3,2,1,0,1,2,6,2,0,Matches,792ffa71
1505,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,18,2003,1.5,3,3,1,2,0,3,8,37.5,5,4,0,4,2,5,6,0,Matches,755da865
1506,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,26,1995,9.2,20,11,11,7,2,8,13,61.5,5,7,3,4,13,33,21,0,Matches,4f28a6ff
1507,Aaron Lennon,eng ENG,MFFW,Burnley,eng Premier League,34,1987,17.2,33,17,10,13,10,10,34,29.4,24,26,4,22,9,42,14,0,Matches,2ff964a0
1508,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,1992,4.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches,2628fd2b
1509,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,26,1994,7.4,29,15,22,6,1,12,21,57.1,9,9,4,5,7,36,21,0,Matches,bbd86530
1510,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,21,2000,7.0,31,21,17,11,3,12,34,35.3,22,20,4,16,8,39,8,0,Matches,fcc84a07
1511,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,30,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,96fcd380
1512,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,32,1988,32.7,10,3,0,6,4,5,17,29.4,12,17,2,15,6,16,8,0,Matches,8d78e732
1513,Jamie Leweling,de GER,FWMF,Greuther Fürth,de Bundesliga,20,2001,21.8,13,8,3,7,3,3,16,18.8,13,9,0,9,13,26,5,0,Matches,13fe7b69
1514,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,23,1998,2.9,8,6,6,1,1,3,4,75.0,1,3,2,1,3,11,8,0,Matches,efb9215a
1515,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,1995,5.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,c9c32262
1516,Ben Lhassine Kone,ci CIV,MF,Torino,it Serie A,21,2000,0.9,3,3,1,2,0,1,2,50.0,1,0,0,0,1,4,1,0,Matches,7452c7a8
1517,Yanis Lhery,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2003,0.8,0,0,0,0,0,0,0,,0,4,0,4,0,0,0,0,Matches,cc972842
1518,Dimitri Liénard,fr FRA,DFMF,Strasbourg,fr Ligue 1,33,1988,22.7,71,43,40,21,10,46,77,59.7,31,12,0,12,21,92,28,0,Matches,f7691f63
1519,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,25,1996,31.9,24,13,17,6,1,13,24,54.2,11,33,23,10,50,74,158,1,Matches,302527b2
1520,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,21,1999,29.7,34,19,21,13,0,15,18,83.3,3,31,21,10,26,60,103,0,Matches,d6e53a3a
1521,Isaac Lihadji,fr FRA,MF,Lille,fr Ligue 1,19,2002,2.6,3,3,1,1,1,1,5,20.0,4,1,0,1,2,5,0,0,Matches,57a46f3f
1522,Anderson Lima,br BRA,MF,Lazio,it Serie A,21,1999,0.7,2,0,1,1,0,0,2,0.0,2,1,0,1,2,4,1,0,Matches,59be3a74
1523,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,Matches,4d6a842d
1524,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,27,1994,26.2,16,11,9,7,0,9,14,64.3,5,26,17,9,25,41,96,0,Matches,f5deef4c
1525,Jesper Lindstrøm,dk DEN,MFFW,Eint Frankfurt,de Bundesliga,21,2000,22.0,28,13,6,13,9,12,36,33.3,24,30,0,30,24,52,11,1,Matches,37dc1a48
1526,Karol Linetty,pl POL,MFFW,Torino,it Serie A,26,1995,10.0,14,8,3,4,7,6,18,33.3,12,8,0,8,3,17,2,0,Matches,d023d70f
1527,Jesse Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,28,1992,4.1,9,7,4,3,2,2,6,33.3,4,4,0,4,0,9,1,0,Matches,810e3c74
1528,Pol Lirola,es ESP,DFMF,Marseille,fr Ligue 1,23,1997,19.7,28,16,15,9,4,13,28,46.4,15,15,0,15,13,41,22,0,Matches,ff800ed8
1529,Valentino Livramento,eng ENG,DF,Southampton,eng Premier League,18,2002,24.5,54,28,30,18,6,27,45,60.0,18,23,9,14,47,101,50,1,Matches,afed6722
1530,Dejan Ljubicic,at AUT,MF,Köln,de Bundesliga,23,1997,21.9,33,19,12,13,8,13,49,26.5,36,19,1,18,15,48,11,0,Matches,c455a2b2
1531,Javier Llabrés,,MF,Mallorca,es La Liga,,,1.5,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,0,0,Matches,38b0cf42
1532,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,27,1993,26.0,53,31,32,19,2,33,47,70.2,14,35,17,18,40,93,77,2,Matches,bba30585
1533,Marcos Llorente,es ESP,MFDF,Atlético Madrid,es La Liga,26,1995,27.2,51,23,25,22,4,28,43,65.1,15,33,10,23,27,78,44,0,Matches,02c15616
1534,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,1986,38.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,24,3,Matches,8f62b6ee
1535,Giovani Lo Celso,ar ARG,MFFW,Tottenham,eng Premier League,25,1996,2.6,8,4,4,2,2,4,10,40.0,6,6,1,5,1,9,0,1,Matches,d7553721
1536,Giovani Lo Celso,ar ARG,FWMF,Villarreal,es La Liga,25,1996,11.0,22,12,8,10,4,9,22,40.9,13,4,0,4,5,27,3,0,Matches,d7553721
1537,Julen Lobete,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,3.2,4,3,3,0,1,1,2,50.0,1,6,1,5,1,5,1,0,Matches,a952a529
1538,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,26,1994,18.7,39,24,16,20,3,14,36,38.9,22,9,1,8,12,51,13,1,Matches,e1cbb531
1539,Jürgen Locadia,nl NED,MFFW,Brighton,eng Premier League,27,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,6cc47ae1
1540,Jürgen Locadia,nl NED,FWMF,Bochum,de Bundesliga,27,1993,4.9,4,2,1,0,3,1,1,100.0,0,1,0,1,1,5,2,0,Matches,6cc47ae1
1541,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,23,1998,24.0,44,25,21,16,7,21,47,44.7,26,43,21,22,22,66,33,0,Matches,a8a874f1
1542,Banzouzi Locko,fr FRA,MFDF,Reims,fr Ligue 1,19,2002,11.2,28,19,13,11,4,14,24,58.3,10,20,8,12,14,42,15,0,Matches,40221fa7
1543,Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,23,1998,13.1,31,18,14,13,4,11,27,40.7,16,22,4,18,13,44,19,1,Matches,ed9f7cfe
1544,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,eng Premier League,25,1996,15.5,29,10,16,11,2,10,19,52.6,9,15,6,9,11,40,17,0,Matches,e97fd090
1545,Kevin Long,ie IRL,DF,Burnley,eng Premier League,30,1990,4.6,3,2,1,2,0,1,2,50.0,1,4,1,3,1,4,20,0,Matches,5a4280b1
1546,Shane Long,ie IRL,FW,Southampton,eng Premier League,34,1987,3.4,9,5,2,4,3,1,1,100.0,0,4,0,4,0,9,2,0,Matches,9f472354
1547,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23,1997,16.3,54,34,18,31,5,24,65,36.9,41,18,6,12,9,63,18,0,Matches,a2b105e0
1548,Ademola Lookman,ng NGA,MFFW,Leicester City,eng Premier League,23,1997,16.1,32,14,10,13,9,10,28,35.7,18,19,1,18,10,42,4,0,Matches,7c104bb7
1549,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,33.1,0,0,0,0,0,0,0,,0,0,0,0,3,3,12,3,Matches,f00de885
1550,David López,es ESP,MFDF,Espanyol,es La Liga,31,1989,8.3,18,13,9,8,1,9,16,56.3,7,10,8,2,10,28,25,2,Matches,f03f284b
1551,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,35.3,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,21,1,Matches,73683fa9
1552,Javi López,es ESP,DF,Alavés,es La Liga,19,2002,5.1,8,6,6,2,0,4,6,66.7,2,7,1,6,4,12,15,0,Matches,e9ada8cf
1553,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,23,1997,32.6,69,36,40,27,2,35,87,40.2,52,33,7,26,42,111,38,1,Matches,20094685
1554,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,12,1,Matches,20b9f052
1555,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,12.9,19,9,6,10,3,10,33,30.3,23,7,0,7,10,29,8,1,Matches,88050721
1556,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,19,2002,18.2,53,29,22,24,7,21,53,39.6,32,20,4,16,22,75,17,0,Matches,64c14d49
1557,Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3.0,7,5,2,3,2,5,8,62.5,3,2,0,2,5,12,9,0,Matches,9004f318
1558,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,35,1986,32.6,67,39,29,32,6,35,70,50.0,35,33,9,24,70,137,54,1,Matches,07c7eb0c
1559,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,939bc634
1560,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,9.8,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,3,3,Matches,5584552e
1561,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,33,17,21,9,3,16,30,53.3,14,17,4,13,12,45,28,0,Matches,fc4cf6a7
1562,Johaneko Louisjean,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,9af3613f
1563,Imran Louza,ma MAR,MF,Watford,eng Premier League,22,1999,15.7,41,21,18,20,3,16,38,42.1,22,28,6,22,42,83,20,1,Matches,e1df6989
1564,Matteo Lovato,it ITA,DF,Atalanta,it Serie A,21,2000,3.4,5,4,4,1,0,0,1,0.0,1,4,2,2,7,12,8,0,Matches,5fa57166
1565,Matteo Lovato,it ITA,DF,Cagliari,it Serie A,21,2000,13.8,23,15,13,10,0,8,20,40.0,12,21,10,11,28,51,43,0,Matches,5fa57166
1566,Eduard Löwen,de GER,MF,Bochum,de Bundesliga,24,1997,15.7,33,22,12,13,8,11,45,24.4,34,17,2,15,9,42,15,1,Matches,70678132
1567,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,1989,19.7,38,24,20,10,8,20,37,54.1,17,25,11,14,26,64,68,0,Matches,9a9c05db
1568,Anthony Lozano,hn HON,FWMF,Cádiz,es La Liga,28,1993,18.6,8,4,2,3,3,5,18,27.8,13,16,2,14,2,10,7,0,Matches,38699c72
1569,Hirving Lozano,mx MEX,MFFW,Napoli,it Serie A,26,1995,17.9,28,20,12,11,5,8,30,26.7,22,24,0,24,9,37,9,0,Matches,a69e4806
1570,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,16.1,43,25,14,24,5,17,40,42.5,23,15,5,10,13,56,4,1,Matches,a99138af
1571,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,22,10,11,6,5,11,22,50.0,11,15,3,12,11,33,10,0,Matches,5569bf9a
1572,Florentino Luís,pt POR,MF,Getafe,es La Liga,21,1999,11.0,42,25,22,17,3,17,35,48.6,18,21,2,19,21,63,11,1,Matches,881cd6be
1573,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,35,21,24,10,1,16,34,47.1,18,17,3,14,19,54,37,0,Matches,b05e2dbd
1574,José Luis Morales,es ESP,FWMF,Levante,es La Liga,34,1987,30.2,27,17,6,9,12,12,42,28.6,30,29,0,29,4,31,7,0,Matches,4a478107
1575,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,78,40,42,33,3,32,50,64.0,18,43,21,22,100,178,80,2,Matches,921f6058
1576,Luismi,es ESP,FWMF,Sevilla,es La Liga,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,acf5410c
1577,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,59,39,30,24,5,21,72,29.2,51,30,7,23,34,93,28,1,Matches,6f7d826d
